ESR Covid-19 Dashboard,,,,,,,,,,,,,
Data downloaded: 15/08/2020 23:36,,,,,,,,,,,,,
,,,,,,,,,,,,,
Date,Region,Daily imported cases,Daily import-related cases,Daily locally acquired cases  epidemiologically linked,Daily locally acquired cases  unknown source,Daily under investigation,Daily total cases,Cumulative imported cases,Cumulative import-related cases,Cumulative locally acquired cases  epidemiologically linked,Cumulative locally acquired cases  unknown source,Cumulative under investigation,Cumulative total cases
29/02/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,Auckland,0,0,0,0,0,0,1,0,0,0,0,1
01/03/2020,Bay of Plenty,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,Capital and Coast,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,Counties Manukau,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,Hawke's Bay,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,Hutt Valley,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,Lakes,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,Midcentral,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,Nelson Marlborough,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,Northland,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,South Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,Southern,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,Taranaki,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,Waikato,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,Wairarapa,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,Waitemata,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,West Coast,0,0,0,0,0,0,0,0,0,0,0,0
01/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,Auckland,0,0,0,0,0,0,1,0,0,0,0,1
02/03/2020,Bay of Plenty,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,Capital and Coast,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,Counties Manukau,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,Hawke's Bay,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,Hutt Valley,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,Lakes,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,Midcentral,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,Nelson Marlborough,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,Northland,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,South Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,Southern,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,Taranaki,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,Waikato,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,Wairarapa,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,Waitemata,1,0,0,0,0,1,1,0,0,0,0,1
02/03/2020,West Coast,0,0,0,0,0,0,0,0,0,0,0,0
02/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,Auckland,0,0,0,0,0,0,1,0,0,0,0,1
03/03/2020,Bay of Plenty,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,Capital and Coast,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,Counties Manukau,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,Hawke's Bay,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,Hutt Valley,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,Lakes,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,Midcentral,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,Nelson Marlborough,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,Northland,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,South Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,Southern,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,Taranaki,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,Waikato,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,Wairarapa,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,Waitemata,0,0,0,0,0,0,1,0,0,0,0,1
03/03/2020,West Coast,0,0,0,0,0,0,0,0,0,0,0,0
03/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2020,Auckland,0,0,0,0,0,0,1,0,0,0,0,1
04/03/2020,Bay of Plenty,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2020,Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2020,Capital and Coast,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2020,Counties Manukau,0,1,0,0,0,1,0,1,0,0,0,1
04/03/2020,Hawke's Bay,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2020,Hutt Valley,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2020,Lakes,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2020,Midcentral,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2020,Nelson Marlborough,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2020,Northland,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2020,South Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2020,Southern,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2020,Taranaki,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2020,Waikato,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2020,Wairarapa,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2020,Waitemata,1,0,0,0,0,1,2,0,0,0,0,2
04/03/2020,West Coast,0,0,0,0,0,0,0,0,0,0,0,0
04/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,Auckland,0,0,0,0,0,0,1,0,0,0,0,1
05/03/2020,Bay of Plenty,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,Capital and Coast,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,Counties Manukau,1,0,0,0,0,1,1,1,0,0,0,2
05/03/2020,Hawke's Bay,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,Hutt Valley,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,Lakes,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,Midcentral,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,Nelson Marlborough,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,Northland,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,South Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,Southern,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,Taranaki,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,Waikato,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,Wairarapa,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,Waitemata,1,0,0,0,0,1,3,0,0,0,0,3
05/03/2020,West Coast,0,0,0,0,0,0,0,0,0,0,0,0
05/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,Auckland,0,0,0,0,0,0,1,0,0,0,0,1
06/03/2020,Bay of Plenty,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,Capital and Coast,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,Counties Manukau,0,1,0,0,0,1,1,2,0,0,0,3
06/03/2020,Hawke's Bay,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,Hutt Valley,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,Lakes,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,Midcentral,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,Nelson Marlborough,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,Northland,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,South Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,Southern,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,Taranaki,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,Waikato,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,Wairarapa,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,Waitemata,0,0,0,0,0,0,3,0,0,0,0,3
06/03/2020,West Coast,0,0,0,0,0,0,0,0,0,0,0,0
06/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,Auckland,0,0,0,0,0,0,1,0,0,0,0,1
07/03/2020,Bay of Plenty,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,Capital and Coast,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,Counties Manukau,0,0,0,0,0,0,1,2,0,0,0,3
07/03/2020,Hawke's Bay,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,Hutt Valley,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,Lakes,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,Midcentral,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,Nelson Marlborough,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,Northland,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,South Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,Southern,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,Taranaki,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,Waikato,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,Wairarapa,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,Waitemata,0,0,0,0,0,0,3,0,0,0,0,3
07/03/2020,West Coast,0,0,0,0,0,0,0,0,0,0,0,0
07/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,Auckland,0,0,0,0,0,0,1,0,0,0,0,1
08/03/2020,Bay of Plenty,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,Capital and Coast,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,Counties Manukau,0,0,0,0,0,0,1,2,0,0,0,3
08/03/2020,Hawke's Bay,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,Hutt Valley,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,Lakes,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,Midcentral,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,Nelson Marlborough,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,Northland,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,South Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,Southern,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,Taranaki,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,Waikato,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,Wairarapa,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,Waitemata,0,0,0,0,0,0,3,0,0,0,0,3
08/03/2020,West Coast,0,0,0,0,0,0,0,0,0,0,0,0
08/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2020,Auckland,0,0,0,0,0,0,1,0,0,0,0,1
09/03/2020,Bay of Plenty,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2020,Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2020,Capital and Coast,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2020,Counties Manukau,0,0,0,0,0,0,1,2,0,0,0,3
09/03/2020,Hawke's Bay,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2020,Hutt Valley,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2020,Lakes,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2020,Midcentral,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2020,Nelson Marlborough,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2020,Northland,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2020,South Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2020,Southern,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2020,Taranaki,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2020,Waikato,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2020,Wairarapa,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2020,Waitemata,0,0,0,0,0,0,3,0,0,0,0,3
09/03/2020,West Coast,0,0,0,0,0,0,0,0,0,0,0,0
09/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,Auckland,0,0,0,0,0,0,1,0,0,0,0,1
10/03/2020,Bay of Plenty,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,Capital and Coast,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,Counties Manukau,0,0,0,0,0,0,1,2,0,0,0,3
10/03/2020,Hawke's Bay,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,Hutt Valley,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,Lakes,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,Midcentral,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,Nelson Marlborough,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,Northland,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,South Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,Southern,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,Taranaki,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,Waikato,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,Wairarapa,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,Waitemata,0,0,0,0,0,0,3,0,0,0,0,3
10/03/2020,West Coast,0,0,0,0,0,0,0,0,0,0,0,0
10/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,Auckland,0,0,0,0,0,0,1,0,0,0,0,1
11/03/2020,Bay of Plenty,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,Capital and Coast,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,Counties Manukau,0,0,0,0,0,0,1,2,0,0,0,3
11/03/2020,Hawke's Bay,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,Hutt Valley,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,Lakes,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,Midcentral,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,Nelson Marlborough,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,Northland,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,South Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,Southern,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,Taranaki,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,Waikato,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,Wairarapa,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,Waitemata,0,0,0,0,0,0,3,0,0,0,0,3
11/03/2020,West Coast,0,0,0,0,0,0,0,0,0,0,0,0
11/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,Auckland,0,0,0,0,0,0,1,0,0,0,0,1
12/03/2020,Bay of Plenty,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,Capital and Coast,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,Counties Manukau,1,0,0,0,0,1,2,2,0,0,0,4
12/03/2020,Hawke's Bay,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,Hutt Valley,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,Lakes,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,Midcentral,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,Nelson Marlborough,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,Northland,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,South Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,Southern,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,Taranaki,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,Waikato,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,Wairarapa,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,Waitemata,0,0,0,0,0,0,3,0,0,0,0,3
12/03/2020,West Coast,0,0,0,0,0,0,0,0,0,0,0,0
12/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2020,Auckland,0,0,0,0,0,0,1,0,0,0,0,1
13/03/2020,Bay of Plenty,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2020,Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2020,Capital and Coast,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2020,Counties Manukau,0,0,0,0,0,0,2,2,0,0,0,4
13/03/2020,Hawke's Bay,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2020,Hutt Valley,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2020,Lakes,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2020,Midcentral,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2020,Nelson Marlborough,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2020,Northland,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2020,South Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2020,Southern,1,0,0,0,0,1,1,0,0,0,0,1
13/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2020,Taranaki,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2020,Waikato,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2020,Wairarapa,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2020,Waitemata,0,0,0,0,0,0,3,0,0,0,0,3
13/03/2020,West Coast,0,0,0,0,0,0,0,0,0,0,0,0
13/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2020,Auckland,0,0,0,0,0,0,1,0,0,0,0,1
14/03/2020,Bay of Plenty,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2020,Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2020,Capital and Coast,1,0,0,0,0,1,1,0,0,0,0,1
14/03/2020,Counties Manukau,0,0,0,0,0,0,2,2,0,0,0,4
14/03/2020,Hawke's Bay,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2020,Hutt Valley,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2020,Lakes,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2020,Midcentral,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2020,Nelson Marlborough,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2020,Northland,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2020,South Canterbury,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2020,Southern,0,0,0,0,0,0,1,0,0,0,0,1
14/03/2020,Tairawhiti,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2020,Taranaki,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2020,Waikato,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2020,Wairarapa,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2020,Waitemata,0,0,0,0,0,0,3,0,0,0,0,3
14/03/2020,West Coast,0,0,0,0,0,0,0,0,0,0,0,0
14/03/2020,Whanganui,0,0,0,0,0,0,0,0,0,0,0,0
